engine,symbol,session_date,start_idx,end_idx,open_time,close_time,open,high,low,close,volume,n_source_bars,notional,signed_notional,variance,log_return,reason
dollar_imbalance,ES,2020-01-02,0,51,2020-01-02T09:30:00-05:00,2020-01-02T13:45:00-05:00,3246.5,3251.0,3235.5,3241.75,732665.0,52,2376062930.166667,2281750.0,0.0,-0.0014641855195477772,budget
dollar_imbalance,ES,2020-01-02,52,58,2020-01-02T13:50:00-05:00,2020-01-02T14:20:00-05:00,3241.75,3245.75,3240.25,3245.75,43877.0,7,142303638.25,1700350.0,0.0,0.0012331408113691786,budget
dollar_imbalance,ES,2020-01-02,59,66,2020-01-02T14:25:00-05:00,2020-01-02T15:00:00-05:00,3245.75,3249.0,3245.25,3248.5,51497.0,8,167227565.75,1385450.0,0.0,0.0008469030802229324,budget
dollar_imbalance,ES,2020-01-02,67,72,2020-01-02T15:05:00-05:00,2020-01-02T15:30:00-05:00,3248.75,3250.75,3247.75,3250.5,57524.0,6,186900440.75,1324300.0,0.0,0.0005385236888233085,budget
dollar_imbalance,ES,2020-01-02,73,76,2020-01-02T15:35:00-05:00,2020-01-02T15:50:00-05:00,3250.5,3256.25,3250.0,3256.0,74252.0,4,241546520.3333333,2866800.0,0.0,0.001690617477907452,budget
dollar_imbalance,ES,2020-01-02,77,77,2020-01-02T15:55:00-05:00,2020-01-02T15:55:00-05:00,3256.25,3258.75,3254.25,3258.5,122190.0,1,397993195.0,6109500.0,0.0,0.0006907402707579568,budget
dollar_imbalance,ES,2020-01-03,78,78,2020-01-03T09:30:00-05:00,2020-01-03T09:30:00-05:00,3221.5,3236.5,3220.75,3236.0,76727.0,1,247911330.9166667,3836350.0,0.0,0.004490909599685181,budget
dollar_imbalance,ES,2020-01-03,79,79,2020-01-03T09:35:00-05:00,2020-01-03T09:35:00-05:00,3236.25,3236.5,3232.0,3234.0,41431.0,1,133994759.16666666,-2071550.0,0.0,-0.0006954909286951978,budget
dollar_imbalance,ES,2020-01-03,80,84,2020-01-03T09:40:00-05:00,2020-01-03T10:00:00-05:00,3234.0,3239.5,3230.0,3231.75,167012.0,5,540418851.5,-3136500.0,0.0,-0.0006959749729951332,budget
dollar_imbalance,ES,2020-01-03,85,90,2020-01-03T10:05:00-05:00,2020-01-03T10:30:00-05:00,3231.5,3238.75,3230.25,3237.5,99300.0,6,321252683.25,3066500.0,0.0,0.0018550013048430369,budget
dollar_imbalance,ES,2020-01-03,91,118,2020-01-03T10:35:00-05:00,2020-01-03T12:50:00-05:00,3237.5,3246.25,3230.75,3245.0,275094.0,28,891060492.8333333,2972200.0,0.0,0.0023139231303972198,budget
dollar_imbalance,ES,2020-01-03,119,150,2020-01-03T12:55:00-05:00,2020-01-03T15:30:00-05:00,3244.75,3245.25,3233.0,3236.0,302161.0,32,978989703.6666667,-2142950.0,0.0,-0.0027003063894860658,budget
dollar_imbalance,ES,2020-01-03,151,155,2020-01-03T15:35:00-05:00,2020-01-03T15:55:00-05:00,3236.0,3240.75,3234.0,3234.25,183004.0,5,592228250.5,-4802300.0,0.0,-0.0005409373803710177,budget
dollar_imbalance,ES,2020-01-06,156,156,2020-01-06T09:30:00-05:00,2020-01-06T09:30:00-05:00,3214.5,3221.75,3213.25,3221.0,62823.0,1,202206296.0,3141150.0,0.0,0.002020045749457499,budget
dollar_imbalance,ES,2020-01-06,157,158,2020-01-06T09:35:00-05:00,2020-01-06T09:40:00-05:00,3220.75,3224.0,3219.25,3223.25,52998.0,2,170757776.0,2649900.0,0.0,0.0007759156193127895,budget
dollar_imbalance,ES,2020-01-06,159,162,2020-01-06T09:45:00-05:00,2020-01-06T10:00:00-05:00,3223.0,3227.25,3222.0,3226.0,114179.0,4,368237241.0,2453550.0,0.0,0.0009303768697163549,budget
dollar_imbalance,ES,2020-01-06,163,165,2020-01-06T10:05:00-05:00,2020-01-06T10:15:00-05:00,3225.75,3229.25,3224.5,3228.75,54075.0,3,174512013.6666667,2703750.0,0.0,0.0009295840780948153,budget
dollar_imbalance,ES,2020-01-06,166,171,2020-01-06T10:20:00-05:00,2020-01-06T10:45:00-05:00,3229.0,3234.5,3228.25,3233.75,93234.0,6,301242093.6666666,3130900.0,0.0,0.001469962741963752,budget
dollar_imbalance,ES,2020-01-06,172,213,2020-01-06T10:50:00-05:00,2020-01-06T14:15:00-05:00,3234.0,3241.5,3230.5,3240.75,339806.0,42,1099180487.1666667,1673200.0,0.0,0.0020850233431001356,budget
dollar_imbalance,ES,2020-01-06,214,231,2020-01-06T14:20:00-05:00,2020-01-06T15:45:00-05:00,3241.0,3243.75,3238.75,3243.0,178709.0,18,579139986.0,2295550.0,0.0,0.0006169031657705618,budget
dollar_imbalance,ES,2020-01-06,232,232,2020-01-06T15:50:00-05:00,2020-01-06T15:50:00-05:00,3243.25,3245.75,3243.25,3245.25,41758.0,1,135494270.5,2087900.0,0.0,0.0006164753219819865,budget
dollar_imbalance,ES,2020-01-06,233,233,2020-01-06T15:55:00-05:00,2020-01-06T15:55:00-05:00,3245.5,3247.5,3244.0,3246.5,83699.0,1,271686954.0,4184950.0,0.0,0.00030807147501816286,budget
