engine,symbol,session_date,start_idx,end_idx,open_time,close_time,open,high,low,close,volume,n_source_bars,notional,signed_notional,variance,log_return,reason
vol_budget,MES,2020-01-30,1524,1524,2020-01-30T09:30:00-05:00,2020-01-30T09:30:00-05:00,3249.0,3259.0,3248.5,3258.5,12032.0,1,39168170.66666667,39168170.66666667,3.7559995997186033e-06,0.002919710103334846,budget
vol_budget,MES,2020-01-30,1525,1528,2020-01-30T09:35:00-05:00,2020-01-30T09:50:00-05:00,3258.5,3264.5,3257.0,3260.25,34857.0,4,113679198.66666667,16497961.0,4.082648924866636e-06,0.0005369127645760014,budget
vol_budget,MES,2020-01-30,1529,1533,2020-01-30T09:55:00-05:00,2020-01-30T10:15:00-05:00,3260.25,3264.5,3255.75,3256.75,29392.0,5,95815157.41666667,-14076698.916666668,3.858017421341724e-06,-0.001074113959337704,budget
vol_budget,MES,2020-01-30,1534,1540,2020-01-30T10:20:00-05:00,2020-01-30T10:50:00-05:00,3256.75,3258.5,3242.25,3242.5,41185.0,7,133869177.16666669,-72783836.16666667,4.269467115442023e-06,-0.004385128387074486,budget
vol_budget,MES,2020-01-30,1541,1544,2020-01-30T10:55:00-05:00,2020-01-30T11:10:00-05:00,3242.75,3252.0,3241.0,3252.0,23693.0,4,76908405.16666667,44546462.5,3.7864301893001275e-06,0.002848456446918717,budget
vol_budget,MES,2020-01-30,1545,1551,2020-01-30T11:15:00-05:00,2020-01-30T11:45:00-05:00,3252.0,3260.75,3249.25,3259.5,31096.0,7,101222959.66666667,22627322.33333333,3.54221538441648e-06,0.002303617696892751,budget
vol_budget,MES,2020-01-30,1552,1560,2020-01-30T11:50:00-05:00,2020-01-30T12:30:00-05:00,3259.5,3262.75,3250.5,3251.75,28545.0,9,92957529.83333333,3216489.166666668,3.5070681598854222e-06,-0.002380496420743886,budget
vol_budget,MES,2020-01-30,1561,1564,2020-01-30T12:35:00-05:00,2020-01-30T12:50:00-05:00,3251.5,3252.25,3244.0,3246.25,24856.0,4,80699826.58333334,-9894355.083333336,3.50949718727235e-06,-0.0016159443322483218,budget
vol_budget,MES,2020-01-30,1565,1572,2020-01-30T12:55:00-05:00,2020-01-30T13:30:00-05:00,3246.25,3252.75,3245.75,3251.5,19481.0,8,63292127.58333334,34448849.25,3.4701188502218595e-06,0.0016159443322484074,budget
vol_budget,MES,2020-01-30,1573,1586,2020-01-30T13:35:00-05:00,2020-01-30T14:40:00-05:00,3251.25,3267.5,3249.0,3255.75,37474.0,14,121999316.33333334,57269166.16666667,9.851380599404717e-06,0.0013831260849513473,budget
