engine,symbol,session_date,start_idx,end_idx,open_time,close_time,open,high,low,close,volume,n_source_bars,notional,signed_notional,variance,log_return,reason
dollar_imbalance,MYM,2020-01-02,0,50,2020-01-02T09:30:00-05:00,2020-01-02T13:40:00-05:00,28629.0,28717.0,28593.0,28669.0,18215.0,51,522092051.6666666,2581.5,0.0,0.0013962095185871975,budget
dollar_imbalance,MYM,2020-01-02,51,59,2020-01-02T13:45:00-05:00,2020-01-02T14:25:00-05:00,28673.0,28709.0,28671.0,28702.0,1072.0,9,30754004.0,455.0,0.0,0.0010108933322737327,budget
dollar_imbalance,MYM,2020-01-02,60,62,2020-01-02T14:30:00-05:00,2020-01-02T14:40:00-05:00,28700.0,28739.0,28700.0,28738.0,816.0,3,23438464.333333332,408.0,0.0,0.0013231660414395189,budget
dollar_imbalance,MYM,2020-01-02,63,72,2020-01-02T14:45:00-05:00,2020-01-02T15:30:00-05:00,28736.0,28761.0,28729.0,28760.0,1456.0,10,41847870.0,332.0,0.0,0.0008348407330568268,budget
dollar_imbalance,MYM,2020-01-02,73,76,2020-01-02T15:35:00-05:00,2020-01-02T15:50:00-05:00,28761.0,28813.0,28749.0,28812.0,1431.0,4,41185688.66666667,518.5,0.0,0.001771664264147299,budget
dollar_imbalance,MYM,2020-01-02,77,77,2020-01-02T15:55:00-05:00,2020-01-02T15:55:00-05:00,28813.0,28841.0,28796.0,28840.0,1053.0,1,30353427.0,526.5,0.0,0.0009366382312769694,budget
dollar_imbalance,MYM,2020-01-03,78,78,2020-01-03T09:30:00-05:00,2020-01-03T09:30:00-05:00,28507.0,28658.0,28495.0,28650.0,2379.0,1,68041779.0,1189.5,0.0,0.005003772009245045,budget
dollar_imbalance,MYM,2020-01-03,79,79,2020-01-03T09:35:00-05:00,2020-01-03T09:35:00-05:00,28652.0,28652.0,28605.0,28621.0,1275.0,1,36498150.0,-637.5,0.0,-0.0010825346333301312,budget
dollar_imbalance,MYM,2020-01-03,80,80,2020-01-03T09:40:00-05:00,2020-01-03T09:40:00-05:00,28622.0,28668.0,28612.0,28657.0,946.0,1,27098800.666666668,473.0,0.0,0.001222088526546944,budget
dollar_imbalance,MYM,2020-01-03,81,82,2020-01-03T09:45:00-05:00,2020-01-03T09:50:00-05:00,28657.0,28661.0,28623.0,28629.0,1476.0,2,42279086.333333336,-738.0,0.0,-0.0009775513120045948,budget
